user_id,age,gender,country,education_level,hours_spent_weekly,preferred_device,course_completed,satisfaction_rating,login_frequency,quiz_score_avg
user_0753,21,Female,UK,PhD,16.6,Desktop,No,3,6,65.8
user_0754,57,Female,UK,High School,4.3,Tablet,No,1,5,92.5
user_0755,21,Other,USA,Other,10.2,Tablet,Yes,5,13,58.1
user_0756,42,Other,Australia,Bachelor,3.2,Mobile,No,5,12,45.7
user_0757,20,Female,Canada,PhD,14.0,Tablet,No,2,11,85.5
user_0758,49,Other,USA,Other,19.0,Mobile,No,1,9,76.4
user_0759,20,Male,Australia,PhD,3.6,Tablet,No,1,3,74.2
user_0760,44,Male,USA,PhD,14.9,Desktop,Yes,1,3,43.2
user_0761,46,Male,USA,Bachelor,13.0,Mobile,No,4,7,48.4
user_0762,49,Female,India,Master,12.1,Mobile,No,4,7,77.4
user_0763,36,Male,Australia,Other,8.4,Mobile,Yes,2,6,52.5
user_0764,38,Other,Canada,Bachelor,7.7,Tablet,No,1,3,70.2
user_0765,22,Female,India,PhD,1.9,Desktop,No,1,14,72.7
user_0766,35,Other,USA,Bachelor,5.1,Mobile,No,5,13,57.0
user_0767,45,Male,USA,Master,1.3,Mobile,No,5,7,96.9
user_0768,59,Male,USA,Other,12.0,Mobile,Yes,2,5,90.5
user_0769,39,Male,Australia,Master,3.0,Mobile,No,1,7,83.3
user_0770,38,Female,Australia,High School,17.6,Desktop,Yes,2,2,44.7
user_0771,23,Other,India,Other,10.9,Tablet,No,5,6,46.4
user_0772,18,Female,Canada,Master,14.3,Desktop,No,5,14,69.6
user_0773,22,Female,India,PhD,8.8,Mobile,No,4,8,49.6
user_0774,58,Male,UK,Other,11.7,Desktop,Yes,2,1,98.7
user_0775,29,Female,USA,Other,18.9,Mobile,No,2,4,49.5
user_0776,43,Female,USA,Bachelor,2.6,Tablet,No,1,11,69.2
user_0777,51,Male,USA,PhD,5.8,Tablet,Yes,1,1,61.8
user_0778,31,Female,India,High School,15.8,Tablet,Yes,4,14,78.4
user_0779,43,Male,India,Master,2.9,Mobile,Yes,3,1,47.7
user_0780,44,Male,USA,Bachelor,2.4,Desktop,Yes,3,10,65.8
user_0781,26,Male,India,Master,7.9,Tablet,No,3,12,56.5
user_0782,43,Male,Australia,High School,2.8,Mobile,No,2,14,93.3
user_0783,39,Female,Australia,High School,12.1,Mobile,No,2,14,42.4
user_0784,47,Male,India,Other,5.3,Desktop,No,5,11,94.8
user_0785,34,Male,USA,High School,18.0,Tablet,Yes,2,8,90.0
user_0786,43,Female,India,Master,15.9,Mobile,No,2,7,57.9
user_0787,53,Female,India,PhD,14.3,Desktop,No,2,12,87.4
user_0788,18,Other,India,PhD,12.7,Tablet,No,4,10,41.9
user_0789,25,Female,UK,Other,17.4,Desktop,No,2,13,98.0
user_0790,52,Female,Australia,Master,5.2,Desktop,Yes,1,1,71.6
user_0791,32,Other,Canada,Master,17.6,Mobile,No,1,11,58.2
user_0792,39,Female,Canada,High School,16.0,Mobile,No,5,14,61.8
user_0793,31,Female,UK,Master,15.2,Mobile,No,4,13,44.0
user_0794,43,Female,India,Bachelor,11.7,Desktop,Yes,1,2,99.4
user_0795,45,Female,UK,High School,5.7,Mobile,Yes,4,4,42.4
user_0796,40,Other,UK,Bachelor,9.0,Desktop,No,4,1,79.3
user_0797,31,Female,USA,Other,16.1,Desktop,No,5,3,66.6
user_0798,41,Female,Australia,PhD,1.6,Mobile,No,4,8,96.9
user_0799,19,Other,Canada,Other,15.9,Tablet,Yes,2,8,54.8
user_0800,43,Male,India,PhD,5.6,Tablet,No,4,8,71.9
user_0801,31,Other,Canada,Other,3.7,Tablet,No,5,6,68.9
user_0802,24,Male,Canada,Master,3.2,Desktop,No,5,6,82.2
user_0803,20,Other,Australia,Bachelor,1.5,Desktop,Yes,5,5,44.1
user_0804,40,Other,Canada,PhD,10.9,Desktop,No,1,13,51.6
user_0805,35,Female,Canada,High School,5.1,Mobile,No,2,9,52.9
user_0806,55,Male,UK,Bachelor,19.8,Desktop,Yes,1,4,84.3
user_0807,52,Female,Australia,High School,11.9,Mobile,Yes,3,10,51.3
user_0808,32,Male,USA,Bachelor,3.6,Mobile,No,2,12,74.4
user_0809,42,Other,India,Bachelor,14.1,Tablet,Yes,4,12,52.9
user_0810,54,Other,Canada,Other,18.1,Tablet,No,5,12,91.7
user_0811,45,Male,India,PhD,15.2,Tablet,Yes,3,7,96.5
user_0812,27,Female,USA,PhD,2.5,Mobile,Yes,2,1,71.1
user_0813,56,Female,India,Bachelor,18.0,Mobile,No,1,9,61.1
user_0814,34,Female,USA,Master,16.1,Mobile,No,5,7,54.0
user_0815,56,Female,UK,Master,4.0,Desktop,No,1,10,43.0
user_0816,39,Other,Canada,High School,2.0,Mobile,Yes,2,12,56.1
user_0817,43,Other,USA,High School,11.6,Tablet,No,2,9,79.3
user_0818,42,Other,India,Other,4.0,Tablet,No,3,7,72.0
user_0819,34,Other,Canada,Bachelor,16.9,Mobile,No,4,2,96.6
user_0820,30,Other,UK,High School,7.8,Mobile,No,1,6,63.8
user_0821,37,Female,Canada,High School,18.3,Tablet,No,3,10,81.6
user_0822,42,Female,USA,Bachelor,11.7,Mobile,Yes,5,12,69.4
user_0823,21,Female,UK,Other,4.5,Tablet,No,4,11,70.8
user_0824,27,Female,India,High School,3.7,Desktop,No,3,4,56.1
user_0825,20,Other,UK,Other,12.0,Tablet,Yes,1,3,67.3
user_0826,58,Other,UK,PhD,15.5,Desktop,No,2,2,68.2
user_0827,35,Other,Australia,Other,15.8,Mobile,No,5,6,82.4
user_0828,53,Male,UK,Master,6.2,Mobile,No,1,8,96.4
user_0829,39,Female,UK,Master,4.9,Desktop,No,4,6,59.8
user_0830,51,Female,Canada,Other,1.3,Mobile,No,4,9,42.5
user_0831,25,Other,India,Master,13.9,Desktop,Yes,2,14,69.8
user_0832,57,Female,Canada,PhD,2.5,Mobile,Yes,2,5,72.7
user_0833,36,Female,Canada,Bachelor,9.0,Tablet,Yes,5,2,50.1
user_0834,59,Other,USA,Master,12.4,Mobile,No,5,8,85.6
user_0835,58,Male,Canada,Master,18.8,Tablet,Yes,2,9,99.1
user_0836,54,Male,Australia,Other,6.9,Tablet,No,2,14,96.7
user_0837,23,Male,Australia,PhD,5.7,Desktop,No,4,10,51.8
user_0838,43,Other,USA,Bachelor,13.4,Mobile,No,2,4,92.5
user_0839,51,Female,India,Other,12.8,Desktop,Yes,3,6,82.3
user_0840,23,Other,India,Other,7.3,Mobile,Yes,1,11,67.2
user_0841,54,Other,Canada,PhD,18.6,Tablet,Yes,2,10,72.4
user_0842,50,Female,Canada,Bachelor,17.1,Tablet,No,5,8,91.0
user_0843,39,Male,Canada,PhD,5.3,Mobile,Yes,3,9,68.8
user_0844,38,Male,India,Bachelor,5.5,Mobile,No,5,12,62.4
user_0845,23,Other,UK,PhD,10.7,Desktop,Yes,3,5,69.6
user_0846,23,Male,Australia,Other,15.7,Mobile,Yes,2,12,74.7
user_0847,21,Other,UK,Other,1.8,Mobile,No,1,6,51.3
user_0848,47,Other,UK,High School,14.2,Mobile,No,5,11,94.1
user_0849,28,Female,India,Master,13.3,Desktop,Yes,3,4,80.5
user_0850,47,Female,UK,PhD,5.4,Mobile,Yes,4,5,78.0
user_0851,48,Female,USA,High School,13.9,Tablet,Yes,2,7,46.0
user_0852,41,Other,Canada,Master,18.9,Desktop,No,1,9,76.3
user_0853,26,Female,USA,PhD,1.9,Desktop,No,2,10,47.3
user_0854,20,Male,Australia,Bachelor,7.1,Tablet,Yes,4,11,44.7
user_0855,48,Male,Canada,Master,9.3,Tablet,Yes,1,13,71.6
user_0856,57,Other,UK,Other,18.1,Tablet,No,4,6,64.2
user_0857,54,Other,Australia,High School,19.3,Mobile,Yes,2,14,75.3
user_0858,53,Female,Canada,Master,9.4,Tablet,No,3,6,45.4
user_0859,41,Other,UK,Master,15.3,Mobile,No,2,8,65.9
user_0860,48,Other,USA,Other,11.1,Desktop,No,2,11,50.5
user_0861,23,Male,Canada,PhD,11.2,Desktop,No,2,4,99.2
user_0862,19,Male,UK,Bachelor,6.3,Tablet,No,5,3,73.7
user_0863,37,Female,USA,Other,5.1,Mobile,No,4,14,81.2
user_0864,45,Other,Australia,Bachelor,6.5,Tablet,Yes,4,7,59.5
user_0865,28,Other,Australia,PhD,11.6,Tablet,No,4,5,45.7
user_0866,21,Male,Australia,Master,1.6,Mobile,No,5,2,98.6
user_0867,32,Other,Australia,Bachelor,18.2,Tablet,Yes,3,2,57.2
user_0868,23,Male,India,High School,4.0,Desktop,No,2,11,65.4
user_0869,47,Female,Canada,High School,5.2,Tablet,Yes,3,6,79.0
user_0870,55,Male,Canada,Other,10.8,Mobile,No,5,8,41.5
user_0871,19,Other,India,PhD,14.5,Mobile,Yes,4,1,88.6
user_0872,32,Female,UK,Other,2.8,Desktop,Yes,2,11,72.2
user_0873,28,Male,UK,Other,7.0,Mobile,No,1,6,56.7
user_0874,25,Male,Australia,Other,19.4,Mobile,No,1,12,43.7
user_0875,43,Female,USA,High School,6.0,Desktop,No,3,2,49.7
user_0876,22,Female,UK,High School,6.9,Tablet,No,4,2,93.7
user_0877,23,Male,USA,Other,16.9,Desktop,Yes,1,7,81.2
user_0878,43,Other,Canada,High School,2.0,Tablet,Yes,3,10,55.0
user_0879,21,Male,USA,PhD,9.8,Desktop,Yes,5,1,43.9
user_0880,36,Female,Canada,Other,8.2,Tablet,No,3,6,81.4
user_0881,37,Male,India,High School,7.0,Desktop,Yes,3,14,74.3
user_0882,50,Female,India,Bachelor,6.4,Tablet,No,3,7,64.3
user_0883,37,Female,Australia,Other,2.7,Desktop,No,2,14,61.8
user_0884,29,Other,UK,Other,7.0,Tablet,Yes,3,8,53.0
user_0885,18,Female,Australia,PhD,1.8,Desktop,No,3,7,80.2
user_0886,43,Female,Canada,Master,15.8,Mobile,Yes,2,6,98.2
user_0887,31,Other,Australia,Master,8.6,Tablet,No,2,9,50.5
user_0888,55,Female,USA,PhD,9.4,Desktop,Yes,5,13,75.8
user_0889,54,Other,Canada,PhD,18.0,Tablet,No,4,3,65.5
user_0890,28,Other,India,PhD,13.5,Tablet,Yes,1,11,66.8
user_0891,53,Female,UK,Master,1.2,Desktop,Yes,1,6,55.2
user_0892,30,Female,Canada,PhD,18.9,Tablet,No,3,4,89.5
user_0893,20,Male,Canada,High School,5.5,Desktop,No,5,2,69.1
user_0894,50,Other,USA,Other,3.0,Mobile,Yes,3,1,72.6
user_0895,23,Male,UK,Other,15.6,Tablet,No,1,12,58.3
user_0896,27,Female,India,Bachelor,10.5,Mobile,No,2,12,50.9
user_0897,22,Male,Canada,Bachelor,9.2,Tablet,No,4,14,45.2
user_0898,40,Other,Canada,Other,5.7,Tablet,Yes,5,1,82.8
user_0899,27,Male,USA,High School,11.4,Tablet,Yes,2,11,51.8
user_0900,19,Other,Australia,Master,6.2,Desktop,No,4,10,81.4
user_0901,30,Female,India,Master,18.1,Mobile,No,5,3,63.4
user_0902,57,Female,UK,High School,5.1,Tablet,Yes,5,4,64.9
user_0903,19,Other,Canada,Master,17.8,Desktop,No,1,2,68.2
user_0904,37,Female,Canada,PhD,11.6,Tablet,Yes,2,13,62.1
user_0905,18,Female,India,Other,16.7,Desktop,No,5,12,46.0
user_0906,54,Female,Australia,Other,14.5,Tablet,No,5,11,58.6
user_0907,26,Female,Canada,High School,14.2,Mobile,No,4,11,79.8
user_0908,34,Other,India,Master,7.2,Mobile,Yes,1,14,79.9
user_0909,26,Male,USA,Bachelor,5.4,Tablet,Yes,3,11,57.2
user_0910,28,Male,Australia,Bachelor,5.0,Desktop,Yes,1,1,67.6
user_0911,32,Female,UK,Master,17.3,Tablet,Yes,3,4,51.6
user_0912,41,Male,Canada,Bachelor,16.6,Desktop,No,2,7,52.6
user_0913,55,Male,India,High School,9.4,Tablet,No,2,10,41.4
user_0914,52,Female,USA,High School,3.5,Desktop,Yes,5,11,93.8
user_0915,47,Female,UK,Master,8.3,Mobile,No,2,6,52.6
user_0916,48,Male,India,Bachelor,12.8,Tablet,No,5,6,53.7
user_0917,22,Other,India,High School,9.6,Mobile,Yes,1,11,56.8
user_0918,31,Female,UK,High School,15.8,Mobile,No,2,9,47.6
user_0919,28,Other,USA,PhD,20.0,Tablet,No,1,14,78.4
user_0920,26,Male,USA,PhD,4.6,Tablet,Yes,1,2,44.5
user_0921,51,Female,Australia,High School,9.7,Desktop,No,2,4,48.1
user_0922,29,Other,Canada,Master,9.2,Desktop,No,1,5,78.7
user_0923,52,Female,UK,Other,6.8,Mobile,No,2,1,60.4
user_0924,52,Male,UK,Other,4.8,Desktop,Yes,2,8,82.5
user_0925,18,Other,UK,High School,2.2,Desktop,Yes,2,8,73.4
user_0926,57,Male,USA,High School,17.9,Tablet,No,3,6,55.4
user_0927,39,Male,Canada,High School,9.0,Desktop,No,1,12,79.0
user_0928,46,Female,Australia,Master,10.4,Mobile,No,4,5,47.0
user_0929,25,Other,India,PhD,18.4,Desktop,Yes,2,8,72.2
user_0930,28,Male,India,High School,15.7,Mobile,Yes,1,3,66.2
user_0931,58,Male,UK,High School,3.5,Tablet,Yes,5,3,56.1
user_0932,54,Other,Canada,Bachelor,11.7,Mobile,No,2,2,76.2
user_0933,31,Male,USA,Master,9.4,Desktop,No,2,5,92.3
user_0934,47,Male,Canada,High School,16.1,Tablet,No,4,3,99.9
user_0935,52,Other,Canada,Bachelor,14.8,Desktop,No,3,3,76.5
user_0936,38,Other,USA,Other,14.1,Tablet,No,3,6,64.3
user_0937,54,Other,UK,High School,7.5,Tablet,Yes,2,8,53.5
user_0938,22,Other,Canada,High School,16.3,Desktop,No,1,2,55.4
user_0939,36,Female,India,Bachelor,2.0,Desktop,No,5,4,68.8
user_0940,31,Other,USA,Master,4.0,Tablet,No,5,11,62.0
user_0941,43,Female,Australia,High School,7.4,Tablet,Yes,1,7,94.8
user_0942,21,Female,UK,Other,2.5,Desktop,No,2,1,62.1
user_0943,42,Female,USA,High School,5.5,Mobile,Yes,5,1,62.4
user_0944,59,Male,Australia,Other,16.8,Desktop,Yes,3,12,63.0
user_0945,42,Female,Australia,PhD,19.0,Tablet,Yes,1,13,90.2
user_0946,35,Female,Canada,PhD,6.8,Desktop,Yes,4,10,79.0
user_0947,57,Male,Canada,Other,6.0,Mobile,Yes,2,7,76.9
user_0948,25,Male,Canada,Master,6.3,Desktop,No,1,14,60.0
user_0949,56,Male,USA,High School,6.3,Tablet,No,5,7,89.1
user_0950,57,Other,USA,High School,1.7,Desktop,Yes,2,1,42.3
user_0951,31,Male,UK,PhD,18.6,Tablet,Yes,3,1,92.2
user_0952,49,Male,Canada,Other,5.1,Tablet,Yes,2,4,70.8
user_0953,55,Female,Australia,High School,9.0,Desktop,No,2,5,63.9
user_0954,50,Male,India,High School,1.2,Tablet,No,3,5,69.8
user_0955,40,Other,UK,Master,17.3,Tablet,Yes,3,4,80.0
user_0956,32,Male,USA,Bachelor,14.9,Mobile,No,2,8,40.8
user_0957,50,Other,UK,PhD,19.0,Mobile,No,3,7,92.3
user_0958,42,Male,UK,PhD,15.9,Mobile,Yes,1,9,66.8
user_0959,34,Male,UK,Bachelor,7.0,Mobile,Yes,3,7,60.6
user_0960,50,Male,UK,High School,5.7,Tablet,No,3,10,48.3
user_0961,19,Male,India,Master,14.3,Desktop,No,2,1,66.4
user_0962,31,Other,Canada,Master,7.9,Tablet,No,1,13,69.8
user_0963,57,Other,Australia,PhD,11.8,Tablet,Yes,4,14,64.2
user_0964,57,Female,UK,Master,1.1,Tablet,Yes,4,7,80.7
user_0965,56,Other,UK,Bachelor,2.2,Desktop,Yes,5,1,65.3
user_0966,23,Male,UK,High School,11.2,Mobile,No,3,7,97.7
user_0967,23,Female,Canada,Bachelor,11.8,Tablet,No,3,10,76.0
user_0968,20,Female,USA,Other,15.3,Tablet,Yes,1,8,88.4
user_0969,24,Female,USA,PhD,3.5,Mobile,No,4,11,46.6
user_0970,25,Male,India,Master,10.8,Tablet,Yes,5,9,63.8
user_0971,59,Other,USA,Other,4.7,Desktop,No,1,12,60.2
user_0972,32,Male,UK,Master,2.8,Tablet,Yes,3,3,74.2
user_0973,46,Female,UK,High School,8.8,Tablet,No,4,4,91.7
user_0974,50,Male,UK,High School,4.1,Mobile,No,5,4,44.7
user_0975,47,Male,India,High School,5.2,Tablet,Yes,2,12,44.4
user_0976,56,Other,UK,Master,7.0,Tablet,Yes,4,9,91.0
user_0977,44,Other,USA,Other,5.9,Desktop,Yes,5,13,52.8
user_0978,53,Female,Canada,High School,2.7,Mobile,Yes,1,7,80.1
user_0979,46,Male,Canada,Other,2.7,Mobile,Yes,2,3,72.6
user_0980,55,Male,Australia,Master,4.7,Desktop,No,5,10,90.0
user_0981,50,Other,USA,Other,2.0,Tablet,Yes,5,5,47.5
user_0982,54,Male,UK,Master,12.9,Mobile,Yes,3,7,47.8
user_0983,44,Male,Canada,Master,6.5,Mobile,Yes,4,8,73.4
user_0984,50,Male,USA,PhD,6.3,Tablet,Yes,3,1,96.8
user_0985,21,Other,Canada,Master,7.3,Tablet,Yes,2,12,64.9
user_0986,39,Female,UK,Master,13.6,Mobile,No,5,2,59.6
user_0987,19,Female,Canada,Bachelor,17.5,Tablet,Yes,3,7,76.4
user_0988,27,Male,Australia,High School,15.4,Mobile,Yes,4,11,95.8
user_0989,22,Female,Australia,PhD,14.8,Tablet,Yes,2,13,90.2
user_0990,27,Other,Canada,PhD,10.2,Tablet,No,1,14,99.7
user_0991,50,Other,USA,PhD,14.2,Desktop,No,3,13,41.4
user_0992,55,Female,USA,Bachelor,11.5,Tablet,Yes,2,2,46.8
user_0993,30,Female,USA,Master,5.1,Desktop,Yes,1,7,76.6
user_0994,48,Male,Canada,High School,5.0,Tablet,No,3,9,89.2
user_0995,53,Female,USA,Other,6.6,Mobile,No,2,11,57.1
user_0996,41,Male,UK,Master,18.3,Mobile,No,2,2,54.4
user_0997,32,Male,Australia,Bachelor,11.4,Tablet,Yes,3,7,87.2
user_0998,46,Other,UK,Master,14.9,Tablet,Yes,2,4,43.4
user_0999,25,Other,USA,Master,7.6,Mobile,No,5,11,62.2
user_1000,22,Other,UK,Bachelor,8.7,Tablet,Yes,3,13,70.3
